id,name,rating,reviews,bathrooms,beds,guests,toilets,bedrooms,studios,checkin,checkout,host_id,country,family_suitability,price_fix,safety,natural_condition,work_suitability
54323015,"Sapanca Yura Bungalov-1 Havuzlu, Korunaklı,",5,9,1,2,4,0,1,0,2,1,440689875.0,Turkey,1,492.0,2,1,2
49673016,Glass Teepee Village - River Glamping near Manila,4,20,1,5,7,0,3,0,2,2,43936498.0,Philippines,3,275.0,2,1,0
50458442,Bungalow Holiday Villa Gen with Private Pool and Jacuzzi,4,11,1,1,2,0,1,0,2,1,386223873.0,Turkey,0,244.0,1,0,2
614793135736222490,Kid and Pet Friendly Tiny House,5,7,1,2,3,0,1,0,2,2,315877163.0,Turkey,2,135.0,3,1,2
53309759,SAPANCA ANL HILL BUNGALOW,4,4,1,0,4,0,1,0,2,1,431589521.0,Turkey,2,485.0,2,1,2
580261419619831357,A-Frame of Mind,5,8,1,0,2,0,1,0,2,1,33329789.0,India,1,247.0,1,1,2
546619590761604346,Dinosaurs  Resort 3BHK AC CABIN,0,0,4,3,7,0,3,0,2,0,441844482.0,India,1,532.0,1,1,2
626028165124157941,Sapanca Nature Bungalow Suite with Pool and Jacuzzi,0,1,1,1,4,0,1,0,2,2,430105736.0,Turkey,2,468.0,1,1,1
666617618674782773,Moonshine Sapanca,0,0,1,2,5,0,2,0,2,1,446683349.0,Turkey,2,587.0,2,2,1
21082489,LOGIN OKINAWA -wood-,4,241,1,7,9,0,3,0,2,1,151975076.0,Japan,3,434.0,4,0,1
30825825,Hacienda Paragua,4,41,1,2,4,0,1,0,2,2,161316201.0,Philippines,3,135.0,1,0,0
54301655,Rich Bungalow in Maşukiye,5,10,1,1,4,0,1,0,2,2,439826603.0,Turkey,2,226.0,1,0,1
610745734737149895,LAKERS BUNGALOV 3,0,2,1,2,3,0,1,0,2,1,451105974.0,Turkey,1,334.0,3,2,1
44039103,"Cozy Tiny House in Bagac, Bataan near Las Casas",4,25,1,2,5,0,2,0,2,1,188460369.0,Philippines,2,271.0,4,0,2
29717885,A lemon Tree Hut  - Near Auroville,4,61,2,1,2,0,1,0,1,1,201002532.0,India,2,57.0,3,0,2
1126224,"House in Monterrazas, Metro Baguio",4,154,3,8,10,0,3,0,2,1,6176141.0,Philippines,1,292.0,1,1,2
626359229528994415,Glamping in the A-frame Kubo at the Sunset Hill,0,0,0,1,2,1,1,0,2,1,57230704.0,Philippines,0,78.0,3,0,1
592431497070075673,Bungalow with Heated Private Pool in Sapanca,0,1,1,1,2,0,1,0,2,1,463019242.0,Turkey,2,748.0,1,1,2
41617156,Welcome from Borjomi,4,44,1,2,4,0,1,0,2,1,250467173.0,Georgia,3,212.0,1,1,2
50664527,SAPANCA ELİTE BUNGALOW,0,1,1,2,4,0,1,0,2,1,407278804.0,Turkey,3,638.0,1,2,2
41362723,Unique views of Rize badara plateau,4,13,1,6,3,0,0,0,2,2,325191756.0,Turkey,3,268.0,2,2,2
679805160588663838,LOGIN OKINAWA -plants-,0,0,1,6,8,0,3,0,2,1,151975076.0,Japan,1,420.0,0,0,3
44448191,PyramidHouse  (kubrik camping),4,19,1,0,2,0,0,0,2,2,310586245.0,Turkey,2,94.0,1,0,1
54336692,La Fuite bungalow,0,0,1,4,4,0,2,0,0,0,195740271.0,Lebanon,0,228.0,1,0,2
34029409,恩纳村的打卡圣地网红海景小木屋Cinderella J House,4,58,1,4,8,0,3,0,2,1,247159295.0,Japan,4,218.0,4,0,2
9583797,Hualien Taroko YU's B&B & Quad Room Cabin,4,137,1,2,4,0,1,0,2,1,49609264.0,Taiwan,0,301.0,1,0,2
49536360,Treehouse in nature at the top of the Taurus mountains,5,3,1,2,4,0,1,0,2,1,327358116.0,Turkey,0,142.0,1,1,1
50298039,Aranyam Cafe & resort,5,3,1,2,2,0,1,0,3,1,406146960.0,India,2,122.0,1,2,2
633164191583346395,Great Villa with Sea View and Private Pool in Kas,0,1,1,2,4,0,2,0,2,1,440992509.0,Turkey,1,412.0,1,1,2
49593232,Daily Bungalow  🌲⛺️,5,3,1,3,5,0,1,0,2,2,306973752.0,Turkey,2,425.0,1,2,1
43481854,CASE: PEACEFUL AND JACUZZI VILLA IN NATURE,5,7,2,2,6,0,2,0,2,1,15868087.0,Turkey,2,356.0,2,0,2
42466759,Balai Maniago,4,8,1,1,3,0,0,0,0,0,243842665.0,Philippines,1,87.0,1,0,0
21689116,@ Bamboo Resort and ATV Park - Standard Room -EP,4,4,3,6,4,0,3,0,2,2,157897583.0,India,1,133.0,1,0,0
636562135731372477,4-Person Villa with Nature View,0,0,2,3,4,0,2,0,2,1,107878101.0,Turkey,0,361.0,1,0,2
548995415428144036,"A-Haus One (mini cabin) 
Min. 2pax - Max. 4pax",5,8,2,2,5,0,1,0,2,2,407902794.0,Philippines,2,206.0,2,1,1
22894844,Farmstay at Parule,5,8,1,2,2,0,0,0,2,1,5080298.0,India,2,285.0,1,0,0
45745574,Forest Hut w/ access to natural pool & water falls,5,4,1,2,2,0,1,0,1,0,296204113.0,Philippines,3,162.0,2,1,1
51144177,Park Hotel Surami Chalet (Wild Berry),0,1,1,2,4,0,2,0,2,2,395876880.0,Georgia,2,759.0,1,0,2
580411049389757922,ALANYA BUNGALOW HOMES,0,0,1,4,2,0,1,0,2,2,449098014.0,Turkey,1,167.0,3,1,2
36106612,Luxurios triangle beach house,4,33,1,2,4,0,2,0,2,1,271598294.0,Israel,2,795.0,2,0,2
559078149985188587,Sea View Villa in Kas,0,0,2,4,6,0,3,0,2,0,441414894.0,Turkey,1,282.0,1,0,2
42028668,Spacio Caliraya Teepee House,0,1,0,1,2,0,1,0,2,2,27317111.0,Philippines,1,159.0,1,0,1
54050839,The Cabin By Grey -Vacation House and Events Place,0,0,5,8,16,0,5,0,0,0,35723751.0,Philippines,0,1462.0,1,0,2
